[2026-07-16T00:43:28.436377] [formula discrepancy] Company: COMP01, Year: 2010, Metric: ROCE, Computed: 6.00%, Benchmark: 15.00% (absolute threshold), Difference: 9.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.540076] [data source issue] Company: COMP44, Metric: ROCE, Computed: 13.25% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2016, Metric: ROCE, Computed: 14.63%, Benchmark: 15.00% (absolute threshold), Difference: 0.37%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2016, Metric: Return on Equity, Computed: 23.03%, Pre-computed: 14.65%, Difference: 8.38%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2017, Metric: Return on Equity, Computed: 25.41%, Pre-computed: 14.65%, Difference: 10.76%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2018, Metric: Return on Equity, Computed: 28.05%, Pre-computed: 14.65%, Difference: 13.40%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2019, Metric: Return on Equity, Computed: 30.96%, Pre-computed: 14.65%, Difference: 16.31%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2020, Metric: Return on Equity, Computed: 34.18%, Pre-computed: 14.65%, Difference: 19.53%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2021, Metric: Return on Equity, Computed: 37.72%, Pre-computed: 14.65%, Difference: 23.07%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2022, Metric: Return on Equity, Computed: 41.64%, Pre-computed: 14.65%, Difference: 26.99%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.540076] [formula discrepancy] Company: COMP44, Year: 2023, Metric: Return on Equity, Computed: 45.96%, Pre-computed: 14.65%, Difference: 31.31%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2010, Metric: ROCE, Computed: 8.10%, Benchmark: 15.00% (absolute threshold), Difference: 6.90%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2011, Metric: ROCE, Computed: 9.25%, Benchmark: 15.00% (absolute threshold), Difference: 5.75%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2012, Metric: ROCE, Computed: 10.56%, Benchmark: 15.00% (absolute threshold), Difference: 4.44%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2013, Metric: ROCE, Computed: 12.05%, Benchmark: 15.00% (absolute threshold), Difference: 2.95%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2014, Metric: ROCE, Computed: 13.76%, Benchmark: 15.00% (absolute threshold), Difference: 1.24%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2015, Metric: Return on Equity, Computed: 9.70%, Pre-computed: 14.70%, Difference: 5.00%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [data source issue] Company: COMP45, Metric: ROCE, Computed: 15.71% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2022, Metric: Return on Equity, Computed: 21.19%, Pre-computed: 14.70%, Difference: 6.49%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP45, Year: 2023, Metric: Return on Equity, Computed: 23.73%, Pre-computed: 14.70%, Difference: 9.03%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2010, Metric: ROCE, Computed: 8.12%, Benchmark: 15.00% (absolute threshold), Difference: 6.88%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2011, Metric: ROCE, Computed: 8.04%, Benchmark: 15.00% (absolute threshold), Difference: 6.96%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2012, Metric: ROCE, Computed: 7.97%, Benchmark: 15.00% (absolute threshold), Difference: 7.03%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2013, Metric: ROCE, Computed: 7.89%, Benchmark: 15.00% (absolute threshold), Difference: 7.11%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2014, Metric: ROCE, Computed: 7.82%, Benchmark: 15.00% (absolute threshold), Difference: 7.18%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2015, Metric: ROCE, Computed: 7.74%, Benchmark: 15.00% (absolute threshold), Difference: 7.26%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2015, Metric: Return on Equity, Computed: 4.84%, Pre-computed: 14.75%, Difference: 9.91%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [data source issue] Company: COMP46, Metric: ROCE, Computed: 7.74% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2016, Metric: ROCE, Computed: 7.67%, Benchmark: 15.00% (absolute threshold), Difference: 7.33%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2016, Metric: Return on Equity, Computed: 4.79%, Pre-computed: 14.75%, Difference: 9.96%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2017, Metric: ROCE, Computed: 7.60%, Benchmark: 15.00% (absolute threshold), Difference: 7.40%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2017, Metric: Return on Equity, Computed: 4.75%, Pre-computed: 14.75%, Difference: 10.00%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2018, Metric: ROCE, Computed: 7.52%, Benchmark: 15.00% (absolute threshold), Difference: 7.48%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2018, Metric: Return on Equity, Computed: 4.70%, Pre-computed: 14.75%, Difference: 10.05%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2019, Metric: ROCE, Computed: 7.45%, Benchmark: 15.00% (absolute threshold), Difference: 7.55%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2019, Metric: Return on Equity, Computed: 4.66%, Pre-computed: 14.75%, Difference: 10.09%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2020, Metric: ROCE, Computed: 7.38%, Benchmark: 15.00% (absolute threshold), Difference: 7.62%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2020, Metric: Return on Equity, Computed: 4.61%, Pre-computed: 14.75%, Difference: 10.14%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2021, Metric: ROCE, Computed: 7.31%, Benchmark: 15.00% (absolute threshold), Difference: 7.69%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2021, Metric: Return on Equity, Computed: 4.57%, Pre-computed: 14.75%, Difference: 10.18%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2022, Metric: ROCE, Computed: 7.24%, Benchmark: 15.00% (absolute threshold), Difference: 7.76%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2022, Metric: Return on Equity, Computed: 4.53%, Pre-computed: 14.75%, Difference: 10.22%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2023, Metric: ROCE, Computed: 7.18%, Benchmark: 15.00% (absolute threshold), Difference: 7.82%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.544750] [formula discrepancy] Company: COMP46, Year: 2023, Metric: Return on Equity, Computed: 4.49%, Pre-computed: 14.75%, Difference: 10.26%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.544750] [data source issue] Company: COMP47, Metric: ROCE, Computed: 9.35% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2010, Metric: ROCE, Computed: 8.14%, Benchmark: 15.00% (absolute threshold), Difference: 6.86%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2011, Metric: ROCE, Computed: 8.68%, Benchmark: 15.00% (absolute threshold), Difference: 6.32%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2012, Metric: ROCE, Computed: 9.26%, Benchmark: 15.00% (absolute threshold), Difference: 5.74%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2013, Metric: ROCE, Computed: 9.87%, Benchmark: 15.00% (absolute threshold), Difference: 5.13%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2014, Metric: ROCE, Computed: 10.52%, Benchmark: 15.00% (absolute threshold), Difference: 4.48%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2015, Metric: ROCE, Computed: 11.21%, Benchmark: 15.00% (absolute threshold), Difference: 3.79%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2015, Metric: Return on Equity, Computed: 26.48%, Pre-computed: 14.85%, Difference: 11.63%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [data source issue] Company: COMP48, Metric: ROCE, Computed: 11.21% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2016, Metric: ROCE, Computed: 11.95%, Benchmark: 15.00% (absolute threshold), Difference: 3.05%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2016, Metric: Return on Equity, Computed: 28.22%, Pre-computed: 14.85%, Difference: 13.37%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2017, Metric: ROCE, Computed: 12.74%, Benchmark: 15.00% (absolute threshold), Difference: 2.26%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2017, Metric: Return on Equity, Computed: 30.09%, Pre-computed: 14.85%, Difference: 15.24%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2018, Metric: ROCE, Computed: 13.58%, Benchmark: 15.00% (absolute threshold), Difference: 1.42%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2018, Metric: Return on Equity, Computed: 32.07%, Pre-computed: 14.85%, Difference: 17.22%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2019, Metric: ROCE, Computed: 14.48%, Benchmark: 15.00% (absolute threshold), Difference: 0.52%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2019, Metric: Return on Equity, Computed: 34.19%, Pre-computed: 14.85%, Difference: 19.34%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2020, Metric: Return on Equity, Computed: 36.45%, Pre-computed: 14.85%, Difference: 21.60%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2021, Metric: Return on Equity, Computed: 38.86%, Pre-computed: 14.85%, Difference: 24.01%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2022, Metric: Return on Equity, Computed: 41.42%, Pre-computed: 14.85%, Difference: 26.57%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP48, Year: 2023, Metric: Return on Equity, Computed: 44.16%, Pre-computed: 14.85%, Difference: 29.31%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2010, Metric: ROCE, Computed: 8.16%, Benchmark: 15.00% (absolute threshold), Difference: 6.84%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2011, Metric: ROCE, Computed: 9.00%, Benchmark: 15.00% (absolute threshold), Difference: 6.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2012, Metric: ROCE, Computed: 9.94%, Benchmark: 15.00% (absolute threshold), Difference: 5.06%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2013, Metric: ROCE, Computed: 10.97%, Benchmark: 15.00% (absolute threshold), Difference: 4.03%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2014, Metric: ROCE, Computed: 12.11%, Benchmark: 15.00% (absolute threshold), Difference: 2.89%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2015, Metric: ROCE, Computed: 13.36%, Benchmark: 15.00% (absolute threshold), Difference: 1.64%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2015, Metric: Return on Equity, Computed: 3.71%, Pre-computed: 14.90%, Difference: 11.19%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [data source issue] Company: COMP49, Metric: ROCE, Computed: 13.36% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2016, Metric: ROCE, Computed: 14.75%, Benchmark: 15.00% (absolute threshold), Difference: 0.25%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2016, Metric: Return on Equity, Computed: 4.10%, Pre-computed: 14.90%, Difference: 10.80%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2017, Metric: Return on Equity, Computed: 4.52%, Pre-computed: 14.90%, Difference: 10.38%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2018, Metric: Return on Equity, Computed: 4.99%, Pre-computed: 14.90%, Difference: 9.91%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2019, Metric: Return on Equity, Computed: 5.51%, Pre-computed: 14.90%, Difference: 9.39%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2020, Metric: Return on Equity, Computed: 6.08%, Pre-computed: 14.90%, Difference: 8.82%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2021, Metric: Return on Equity, Computed: 6.71%, Pre-computed: 14.90%, Difference: 8.19%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2022, Metric: Return on Equity, Computed: 7.41%, Pre-computed: 14.90%, Difference: 7.49%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP49, Year: 2023, Metric: Return on Equity, Computed: 8.18%, Pre-computed: 14.90%, Difference: 6.72%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2010, Metric: ROCE, Computed: 8.17%, Benchmark: 15.00% (absolute threshold), Difference: 6.83%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2011, Metric: ROCE, Computed: 9.33%, Benchmark: 15.00% (absolute threshold), Difference: 5.67%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2012, Metric: ROCE, Computed: 10.65%, Benchmark: 15.00% (absolute threshold), Difference: 4.35%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2013, Metric: ROCE, Computed: 12.15%, Benchmark: 15.00% (absolute threshold), Difference: 2.85%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2014, Metric: ROCE, Computed: 13.87%, Benchmark: 15.00% (absolute threshold), Difference: 1.13%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.551948] [data source issue] Company: COMP50, Metric: ROCE, Computed: 15.83% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2019, Metric: Return on Equity, Computed: 22.40%, Pre-computed: 14.95%, Difference: 7.45%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2020, Metric: Return on Equity, Computed: 25.58%, Pre-computed: 14.95%, Difference: 10.63%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2021, Metric: Return on Equity, Computed: 29.19%, Pre-computed: 14.95%, Difference: 14.24%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2022, Metric: Return on Equity, Computed: 33.33%, Pre-computed: 14.95%, Difference: 18.38%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.551948] [formula discrepancy] Company: COMP50, Year: 2023, Metric: Return on Equity, Computed: 38.04%, Pre-computed: 14.95%, Difference: 23.09%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2010, Metric: ROCE, Computed: 8.18%, Benchmark: 15.00% (absolute threshold), Difference: 6.82%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2011, Metric: ROCE, Computed: 8.10%, Benchmark: 15.00% (absolute threshold), Difference: 6.90%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2012, Metric: ROCE, Computed: 8.03%, Benchmark: 15.00% (absolute threshold), Difference: 6.97%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2013, Metric: ROCE, Computed: 7.95%, Benchmark: 15.00% (absolute threshold), Difference: 7.05%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2014, Metric: ROCE, Computed: 7.88%, Benchmark: 15.00% (absolute threshold), Difference: 7.12%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2015, Metric: ROCE, Computed: 7.80%, Benchmark: 15.00% (absolute threshold), Difference: 7.20%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [data source issue] Company: COMP51, Metric: ROCE, Computed: 7.80% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2016, Metric: ROCE, Computed: 7.73%, Benchmark: 15.00% (absolute threshold), Difference: 7.27%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2017, Metric: ROCE, Computed: 7.66%, Benchmark: 15.00% (absolute threshold), Difference: 7.34%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2018, Metric: ROCE, Computed: 7.58%, Benchmark: 15.00% (absolute threshold), Difference: 7.42%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2019, Metric: ROCE, Computed: 7.51%, Benchmark: 15.00% (absolute threshold), Difference: 7.49%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2020, Metric: ROCE, Computed: 7.44%, Benchmark: 15.00% (absolute threshold), Difference: 7.56%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.558787] [formula discrepancy] Company: COMP51, Year: 2021, Metric: ROCE, Computed: 7.37%, Benchmark: 15.00% (absolute threshold), Difference: 7.63%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP51, Year: 2022, Metric: ROCE, Computed: 7.30%, Benchmark: 15.00% (absolute threshold), Difference: 7.70%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP51, Year: 2023, Metric: ROCE, Computed: 7.23%, Benchmark: 15.00% (absolute threshold), Difference: 7.77%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP51, Year: 2023, Metric: Return on Equity, Computed: 9.86%, Pre-computed: 15.00%, Difference: 5.14%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.560878] [data source issue] Company: COMP52, Metric: ROCE, Computed: 9.42% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2010, Metric: ROCE, Computed: 8.20%, Benchmark: 15.00% (absolute threshold), Difference: 6.80%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2011, Metric: ROCE, Computed: 8.75%, Benchmark: 15.00% (absolute threshold), Difference: 6.25%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2012, Metric: ROCE, Computed: 9.32%, Benchmark: 15.00% (absolute threshold), Difference: 5.68%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2013, Metric: ROCE, Computed: 9.94%, Benchmark: 15.00% (absolute threshold), Difference: 5.06%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2014, Metric: ROCE, Computed: 10.60%, Benchmark: 15.00% (absolute threshold), Difference: 4.40%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2015, Metric: ROCE, Computed: 11.30%, Benchmark: 15.00% (absolute threshold), Difference: 3.70%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2015, Metric: Return on Equity, Computed: 4.83%, Pre-computed: 15.10%, Difference: 10.27%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.560878] [data source issue] Company: COMP53, Metric: ROCE, Computed: 11.30% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2016, Metric: ROCE, Computed: 12.04%, Benchmark: 15.00% (absolute threshold), Difference: 2.96%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2016, Metric: Return on Equity, Computed: 5.07%, Pre-computed: 15.10%, Difference: 10.03%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2017, Metric: ROCE, Computed: 12.84%, Benchmark: 15.00% (absolute threshold), Difference: 2.16%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2017, Metric: Return on Equity, Computed: 5.32%, Pre-computed: 15.10%, Difference: 9.78%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2018, Metric: ROCE, Computed: 13.69%, Benchmark: 15.00% (absolute threshold), Difference: 1.31%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2018, Metric: Return on Equity, Computed: 5.59%, Pre-computed: 15.10%, Difference: 9.51%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.560878] [formula discrepancy] Company: COMP53, Year: 2019, Metric: ROCE, Computed: 14.59%, Benchmark: 15.00% (absolute threshold), Difference: 0.41%, Description: ROCE is below the benchmark of 15.00%.
